25.000000	3.000000	2.000000	0.0000	0.256696	0.082034	0.082639	0.070804	0.074896	0.070143	0.082808	0.088949	0.109640	0.177916	0.105831	0.075142	0.086091	0.088914	0.088317	0.088592	0.078545	0.103148	0.084202	0.109108	0.092938	0.083604	0.086019	0.083744	0.079827	0.078465	0.076548	0.070152	0.071348	0.091989	0.098042	0.085013	0.079539	0.079867	0.080262	0.075168	0.066908	0.084678	0.094049	0.082527	0.078177	0.085872	0.074543	0.073133	0.070313	0.075418	0.074618	0.074498	0.081059	0.093792	
25.000000	3.000000	2.000000	0.0100	0.069323	0.058007	0.062415	0.079873	0.058840	0.076099	0.071564	0.069592	0.084014	0.078853	0.071716	0.058946	0.057580	0.065197	0.057072	0.063537	0.054730	0.068148	0.057153	0.064031	0.059515	0.062390	0.073993	0.078041	0.093487	0.064523	0.063284	0.066735	0.059531	0.061829	0.065775	0.056813	0.053755	0.066244	0.060582	0.054611	0.081748	0.073231	0.070908	0.065314	0.069592	0.084188	0.082171	0.083169	0.080342	0.072932	0.067107	0.078075	0.064308	0.080480	
25.000000	3.000000	2.000000	0.0200	0.073752	0.070544	0.090578	0.073597	0.068393	0.067057	0.057895	0.073001	0.077287	0.088716	0.078248	0.074860	0.076164	0.062034	0.072473	0.072923	0.074630	0.078085	0.061857	0.069365	0.093809	0.080459	0.057187	0.077580	0.064488	0.080992	0.093993	0.091040	0.084803	0.071025	0.075827	0.075422	0.082806	0.089643	0.084019	0.078667	0.100856	0.080173	0.063059	0.081704	0.096046	0.068514	0.060133	0.063568	0.072372	0.074263	0.086022	0.057890	0.070693	0.067180	
25.000000	3.000000	2.000000	0.0300	0.067225	0.069955	0.075036	0.086075	0.072521	0.092305	0.120986	0.142881	0.078458	0.074653	0.058773	0.063860	0.054827	0.057346	0.071014	0.080868	0.071038	0.062015	0.072074	0.082959	0.050024	0.057896	0.058993	0.059840	0.069153	0.080660	0.085023	0.083663	0.060931	0.062874	0.077988	0.075539	0.067232	0.058534	0.066664	0.059937	0.065087	0.068109	0.075428	0.062637	0.069081	0.078773	0.054143	0.068857	0.087495	0.065504	0.068336	0.058305	0.057121	0.081288	
25.000000	3.000000	2.000000	0.0400	0.059299	0.075181	0.084456	0.069513	0.067820	0.095648	0.093649	0.088804	0.065798	0.075043	0.085408	0.099705	0.069682	0.073670	0.076363	0.083993	0.065979	0.061968	0.094867	0.081448	0.090131	0.082701	0.072392	0.073339	0.084438	0.089426	0.075606	0.093938	0.126236	0.109723	0.081211	0.084728	0.084655	0.127526	0.094989	0.074277	0.062987	0.085651	0.082947	0.081763	0.067621	0.094902	0.084271	0.121429	0.065961	0.079087	0.086124	0.078106	0.099923	0.072261	
25.000000	3.000000	2.000000	0.0500	0.062481	0.073019	0.058838	0.070901	0.067226	0.066173	0.071031	0.074631	0.080632	0.095517	0.071650	0.093121	0.068967	0.086421	0.101026	0.093756	0.083522	0.084607	0.100750	0.093448	0.069618	0.078205	0.081446	0.071786	0.061100	0.071944	0.088499	0.083661	0.078450	0.075640	0.097270	0.083033	0.085916	0.058326	0.079635	0.072374	0.076830	0.072246	0.062264	0.062034	0.072880	0.070560	0.094341	0.062578	0.077101	0.093689	0.079999	0.070337	0.068448	0.068627	
25.000000	3.000000	10.000000	0.0000	0.173348	0.174140	0.172098	0.182538	0.182400	0.179109	0.175316	0.177710	0.185539	0.187699	0.194594	0.196171	0.186190	0.200059	0.178387	0.184810	0.193092	0.182549	0.181466	0.189814	0.179783	0.202191	0.177041	0.180334	0.175412	0.183696	0.174340	0.169417	0.178778	0.237086	0.211108	0.207068	0.181091	0.186756	0.180475	0.179938	0.211115	0.192180	0.170731	0.232089	0.190702	0.170756	0.189055	0.179948	0.174802	0.176899	0.173324	0.174853	0.175461	0.182946	
25.000000	3.000000	10.000000	0.0100	0.223590	0.203614	0.256850	0.208112	0.219997	0.211265	0.212918	0.197177	0.216769	0.192845	0.197677	0.206435	0.202443	0.201467	0.192712	0.202021	0.236473	0.207929	0.201226	0.201306	0.248214	0.203649	0.226130	0.202773	0.210285	0.207926	0.228263	0.245111	0.201911	0.213919	0.198973	0.200922	0.206266	0.202906	0.199405	0.189264	0.204912	0.198995	0.193751	0.191487	0.197828	0.773624	0.275299	0.199014	0.207893	0.248319	0.254798	0.208846	0.282869	0.201856	
25.000000	3.000000	10.000000	0.0200	0.203410	0.300237	0.357627	0.213752	0.220705	0.302144	0.208195	0.234511	0.220675	0.197300	0.215505	0.211398	0.210459	0.195982	0.207807	0.243391	0.221356	0.214297	0.209250	0.235049	0.203615	0.191363	0.224359	0.224305	0.224262	0.210438	0.225928	0.218013	0.226991	0.208068	0.239294	0.227616	0.233461	0.201241	0.208776	0.233694	0.239027	0.223347	0.232470	0.243476	0.201813	0.211917	0.227607	0.225611	0.212034	0.223373	0.229186	0.216021	0.201259	0.213372	
25.000000	3.000000	10.000000	0.0300	0.231684	0.230573	0.239216	0.214885	0.221180	0.233295	0.292952	0.217987	0.214225	0.258852	0.231566	0.206826	0.224471	0.218208	0.237309	0.227387	0.227719	0.206599	0.216860	0.246693	0.217450	0.275270	0.218674	0.192156	0.233064	0.223812	0.209256	0.201994	0.199531	0.202047	0.199929	0.200274	0.212943	0.207532	0.221627	0.221959	0.192301	0.199694	0.200174	0.190498	0.220263	0.228228	0.225500	0.223527	0.223504	0.213084	0.206582	0.205781	0.196377	0.200761	
