50.000000	3.000000	2.000000	0.0100	0.078741	0.070912	0.066807	0.072839	0.073904	0.075094	0.075190	0.074768	0.079340	0.076595	0.073464	0.737419	0.067119	0.064468	0.069006	0.071587	0.062475	0.066488	0.070571	0.072451	0.060545	0.067656	0.074856	0.078736	0.064060	0.071277	0.090186	0.067473	0.079894	0.071943	0.062089	0.067141	0.068066	0.069892	0.065621	0.066053	0.077839	0.067938	0.077992	0.067362	0.070637	0.077221	0.078463	0.072752	0.065252	0.069427	0.072542	0.068174	0.070437	0.077576	
50.000000	3.000000	2.000000	0.0150	0.103527	0.113710	0.102126	0.115380	0.102364	0.113196	0.107909	0.100338	0.109710	0.113447	0.112626	0.110900	0.121201	0.109303	0.117478	0.131590	0.103757	0.092972	0.123474	0.098512	0.112465	0.115545	0.093088	0.110323	0.099400	0.110116	0.110850	0.119575	0.092361	0.108298	0.107451	0.106528	0.102029	0.110700	0.091597	0.108348	0.114514	0.116865	0.110940	0.095798	0.107856	0.108551	0.109139	0.089281	0.113147	0.107292	0.116944	0.112550	0.110822	0.116605	
50.000000	3.000000	2.000000	0.0200	0.151966	0.767508	0.143665	0.160051	0.142016	0.144507	0.161744	0.154683	0.139354	0.146102	0.144750	0.138324	0.141497	0.150280	0.141296	0.156001	0.133396	0.147125	0.145120	0.143559	0.160059	0.155974	0.162977	0.151165	0.152464	0.130365	0.181717	0.711842	0.124467	0.765731	0.135984	0.133757	0.137333	0.168313	0.146119	0.133038	0.145826	0.138977	0.144349	0.748309	0.147170	0.143704	0.151466	0.155928	0.150913	0.137507	0.141647	0.154500	0.166628	0.149935	
50.000000	3.000000	2.000000	0.0250	0.208491	0.183920	0.175248	0.733029	0.204196	0.212133	0.184640	0.178823	0.197615	0.203717	0.186293	0.178936	0.201237	0.176762	0.230325	0.204916	0.191973	0.227956	0.197860	0.229015	0.219588	0.206414	0.691182	0.211684	0.189877	0.207799	0.200728	0.209737	0.189392	0.183057	0.176763	0.189271	0.192227	0.216509	0.775804	0.199369	0.190294	0.198924	0.778431	0.761932	0.175416	0.773083	0.170905	0.202064	0.189454	0.184421	0.182094	0.197392	0.190191	0.780329	
50.000000	3.000000	2.000000	0.0300	0.787138	0.766851	0.241661	0.199478	0.264808	0.649657	0.596329	0.736399	0.290906	0.230477	0.238202	0.275893	0.272986	0.264915	0.230228	0.273216	0.278631	0.720183	0.247363	0.872291	0.268771	0.823795	0.805020	0.241030	0.822512	0.259720	0.825601	0.238070	0.771959	0.234136	0.245290	0.265685	0.259286	0.262602	0.183007	0.252608	0.220261	0.277930	0.266880	0.268793	1.328147	0.244352	0.214883	0.753890	0.799569	0.807798	0.816406	0.821782	0.227622	0.786536	
50.000000	3.000000	10.000000	0.0100	0.065910	0.071755	0.074349	0.070990	0.073150	0.073110	0.073089	0.069473	0.072738	0.068293	0.071217	0.070471	0.067391	0.067989	0.072774	0.068285	0.071660	0.067020	0.067684	0.073023	0.069827	0.068708	0.073404	0.069522	0.072995	0.072156	0.067597	0.069011	0.069029	0.072393	0.073708	0.072088	0.069926	0.074258	0.074659	0.069521	0.070663	0.072306	0.068418	0.068252	0.071804	0.067823	0.071228	0.069400	0.072433	0.071895	0.071512	0.071988	0.070484	0.068475	
50.000000	3.000000	10.000000	0.0150	0.106048	0.102835	0.111587	0.109737	0.105389	0.227295	0.102254	0.099426	0.111898	0.110947	0.106733	0.117262	0.108953	0.100707	0.103502	0.109372	0.106785	0.106674	0.112790	0.110278	0.111670	0.117539	0.105806	0.105640	0.103798	0.111026	0.106938	0.109550	0.113352	0.109877	0.108528	0.110299	0.234682	0.108963	0.110514	0.106663	0.108935	0.107501	0.112327	0.104336	0.108900	0.106657	0.107252	0.109112	0.110028	0.106982	0.113379	0.109640	0.115846	0.101791	
50.000000	3.000000	10.000000	0.0200	0.144185	0.150566	0.150481	0.143332	0.154402	0.153275	0.272991	0.143159	0.149181	0.149328	0.150466	0.150383	0.154848	0.155893	0.280967	0.147274	0.280924	0.146124	0.157333	0.156797	0.269360	0.152657	0.143338	0.142101	0.150016	0.153820	0.151776	0.147904	0.149113	0.157647	0.152807	0.159555	0.154582	0.150664	0.150094	0.151422	0.261453	0.150644	0.140064	0.154125	0.154315	0.156430	0.154858	0.260802	0.148917	0.148998	0.143539	0.256135	0.138434	0.146893	
50.000000	3.000000	10.000000	0.0250	0.304566	0.317164	0.190494	0.203821	0.187085	0.196228	0.196693	0.194255	0.201335	0.182647	0.199310	0.207411	0.305782	0.187704	0.309925	0.309630	0.195553	0.314898	0.198256	0.309698	0.206255	0.197920	0.313635	0.193751	0.307341	0.311214	0.205136	0.191231	0.198548	0.306110	0.201525	0.195999	0.196224	0.190665	0.188258	0.196127	0.200751	0.309248	0.303874	0.326706	0.199799	0.310457	0.312938	0.204317	0.200120	0.202033	0.191615	0.214299	0.182233	0.193947	
50.000000	3.000000	10.000000	0.0300	0.265431	0.254893	0.320278	0.253001	0.236047	0.313031	0.363984	0.238042	0.368064	0.348655	0.359325	0.368174	0.232358	0.257076	0.371276	0.255669	0.339230	0.353365	0.350620	0.239929	0.237528	0.363681	0.355544	0.387653	0.243197	0.378844	0.268398	0.250234	0.369015	0.267593	0.261724	0.240338	0.362251	0.356475	0.259830	0.365129	0.307322	0.249584	0.452452	0.254712	0.245142	0.249504	0.262128	0.364099	0.368758	0.334333	0.368574	0.249163	0.357247	0.375762	
